2020-04-23 00:00:00,2020-04-22 00:00:00,2020-04-21 00:00:00,2020-04-20 00:00:00,2020-04-19 00:00:00,2020-04-18 00:00:00,2020-04-17 00:00:00,2020-04-16 00:00:00,2020-04-15 00:00:00,2020-04-14 00:00:00,2020-04-13 00:00:00,2020-04-12 00:00:00,2020-04-11 00:00:00,2020-04-10 00:00:00,2020-04-09 00:00:00,2020-04-08 00:00:00,2020-04-07 00:00:00,2020-04-06 00:00:00,2020-04-05 00:00:00,2020-04-04 00:00:00,2020-04-03 00:00:00,2020-04-02 00:00:00,2020-04-01 00:00:00,2020-03-31 00:00:00,2020-03-30 00:00:00,2020-03-29 00:00:00,2020-03-28 00:00:00,2020-03-27 00:00:00,2020-03-26 00:00:00,2020-03-25 00:00:00,2020-03-24 00:00:00,2020-03-23 00:00:00,2020-03-22 00:00:00,2020-03-21 00:00:00,2020-03-20 00:00:00,2020-03-19 00:00:00,2020-03-18 00:00:00,2020-03-17 00:00:00,2020-03-16 00:00:00,2020-03-15 00:00:00,2020-03-14 00:00:00,2020-03-13 00:00:00,2020-03-12 00:00:00,2020-03-11 00:00:00,2020-03-10 00:00:00,2020-03-09 00:00:00,2020-03-08 00:00:00,2020-03-07 00:00:00,2020-03-06 00:00:00,2020-03-05 00:00:00,2020-03-04 00:00:00,2020-03-03 00:00:00,2020-03-02 00:00:00,2020-03-01 00:00:00,2020-02-29 00:00:00,2020-02-28 00:00:00,2020-02-27 00:00:00,2020-02-26 00:00:00,2020-02-25 00:00:00,2020-02-24 00:00:00,2020-02-23 00:00:00,2020-02-22 00:00:00,2020-02-21 00:00:00,2020-02-20 00:00:00,2020-02-19 00:00:00,2020-02-18 00:00:00,2020-02-17 00:00:00,2020-02-16 00:00:00,2020-02-15 00:00:00,2020-02-14 00:00:00,2020-02-13 00:00:00,2020-02-12 00:00:00,2020-02-11 00:00:00,2020-02-10 00:00:00,2020-02-09 00:00:00,2020-02-08 00:00:00,2020-02-07 00:00:00,2020-02-06 00:00:00,2020-02-05 00:00:00,2020-02-04 00:00:00,2020-02-03 00:00:00,2020-02-02 00:00:00,2020-02-01 00:00:00,2020-01-31 00:00:00,2020-01-30 00:00:00,2020-01-29 00:00:00,2020-01-28 00:00:00,2020-01-27 00:00:00,2020-01-26 00:00:00,2020-01-25 00:00:00,2020-01-24 00:00:00,2020-01-23 00:00:00,2020-01-22 00:00:00,2020-01-21 00:00:00,2020-01-20 00:00:00,2020-01-19 00:00:00,2020-01-18 00:00:00,2020-01-17 00:00:00,2020-01-16 00:00:00,2020-01-15 00:00:00,2020-01-14 00:00:00,2020-01-13 00:00:00,2020-01-12 00:00:00,2020-01-11 00:00:00,2020-01-10 00:00:00,2020-01-09 00:00:00,2020-01-08 00:00:00,2020-01-07 00:00:00,2020-01-06 00:00:00,2020-01-05 00:00:00,2020-01-04 00:00:00,2020-01-03 00:00:00,2020-01-02 00:00:00,2020-01-01 00:00:00,2019-12-31 00:00:00,Latitude,Longitude,Population Desity
6,12.0,5,6,26,0,20,20,33,29,17,21,31,38,32,29,19,20,30,40,36,58,32,16,35,17,16,14,8,8,21,11,17,9,0,18,0,10,9,7,8,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,33.0,128.7083333
217,180.0,131,142,169,194,198,170,193,144,178,177,184,233,331,390,312,292,320,371,279,247,283,182,194,155,169,153,133,131,65,69,71,104,36,91,92,57,48,23,128,160,252,151,75,7,8,3,10,2,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,10.0,138.0673017
29,99.0,0,114,0,141,156,72,65,84,27,37,10,5,14,31,31,8,10,0,7,3,5,7,4,2,1,0,9,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,43.0,41.36842105
0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.42,-61.33,95.5
452,270.0,660,446,572,225,367,255,74,63,209,96,2196,515,455,248,101,181,97,205,405,456,336,76,55,208,224,192,129,101,192,257,106,227,31,57,53,21,9,5,6,0,0,2,1,1,0,0,3,3,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0,-77.5,68.78868175
0,0.0,0,4,0,0,0,0,1,0,0,0,1,0,2,0,2,0,7,0,4,3,3,0,6,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,39.0,0.0
7,17.0,7,16,53,25,32,29,41,23,5,46,51,22,36,41,11,79,57,103,79,34,30,36,39,65,37,134,35,17,26,20,23,16,9,33,20,34,56,36,52,11,3,3,0,0,0,5,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,26.0,30.38610536
2,3.0,3,3,9,4,7,3,8,3,2,4,9,1,3,8,1,5,3,6,0,4,2,7,0,0,4,0,1,0,0,2,0,2,1,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,38.0,109.22455900000001
0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,5,0,2,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.0,175.0,48.35703339
115,146.0,85,102,192,120,132,76,97,90,69,136,164,118,179,132,249,45,267,97,72,62,71,95,0,193,67,78,88,92,74,105,71,50,31,50,47,5,57,27,28,96,19,0,10,11,0,7,5,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,26.0,18.15685565
1827,2667.0,2051,785,2569,405,2641,2633,5497,2673,1613,3114,4342,4286,3881,3777,3912,1873,4267,5233,2116,4861,7578,4376,2599,4611,3809,3922,2931,2446,3838,1559,1847,1617,1861,1404,1097,1210,924,838,785,595,497,372,286,410,103,190,138,73,34,48,30,43,19,21,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,2.0,122.33839569999999
10,36.0,11,0,1,13,8,12,18,0,8,3,2,11,3,9,0,0,0,3,0,2,9,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,11.75,8.224764233
8,6.0,8,6,18,22,42,6,28,15,15,8,16,7,15,8,14,17,9,27,6,5,12,8,5,4,2,6,3,9,7,5,6,3,6,0,1,3,0,0,5,1,1,8,2,1,3,0,6,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,43.5,65.27520207
2352,2237.0,1785,1775,2458,3609,3380,2866,2486,2082,2537,2821,4133,5323,4974,4003,3834,3677,5936,6082,6174,6156,5453,4615,4751,3965,6294,5780,4954,2342,4438,3311,3276,4049,5940,1042,1144,1174,1043,733,693,802,271,157,237,55,163,284,138,66,39,28,18,54,10,26,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,1,1,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,9.0,237.37096980000004
112,0.0,0,208,193,0,0,5,70,0,158,30,0,65,26,0,73,0,9,1,9,43,0,0,11,4,5,64,15,26,3,3,5,5,4,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,-2.0,130.8214292
0,0.0,0,0,0,0,2,2,0,0,0,2,4,3,7,4,6,5,3,7,19,0,0,4,9,1,20,9,11,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.18,-5.37,3371.8
7,156.0,10,28,0,0,15,22,25,31,33,70,56,71,52,77,20,62,60,99,139,61,102,56,95,95,74,71,78,48,71,94,35,31,46,31,35,21,103,38,57,34,9,6,11,7,21,13,22,3,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,22.0,83.22473235
0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,-40.0,0.136496528
1,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.12,-61.67,327.8058824
1,0.0,0,0,0,1,0,0,1,1,0,3,2,3,4,9,2,17,6,5,5,8,9,4,1,4,2,12,5,3,2,12,1,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.47,144.78,306.9777778
26,22.0,5,32,22,21,18,16,13,11,3,16,11,39,7,6,4,9,11,3,1,8,2,0,2,2,7,1,3,1,1,2,4,4,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,-90.25,160.9537794
73,66.0,43,102,0,39,34,41,44,69,0,38,18,30,20,16,7,10,59,0,22,14,0,8,0,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,-10.0,50.52221227
0,1.0,1,2,0,6,2,7,1,2,0,5,3,0,4,2,2,5,1,4,0,7,4,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,-59.0,3.957348235
4,1.0,10,3,0,1,2,1,0,7,0,2,1,3,2,1,3,0,3,0,2,1,0,0,7,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,-72.42,403.5985486
9,16.0,17,5,15,15,16,7,12,10,4,1,10,39,31,7,7,30,4,42,3,47,31,2,29,15,28,15,16,6,3,1,2,0,12,3,1,2,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,-86.5,85.68703191
116,70.0,114,68,82,71,111,73,67,54,48,100,120,210,85,78,73,11,55,55,38,60,33,45,39,65,43,39,35,39,20,36,28,18,12,23,0,11,8,6,9,3,1,3,1,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,20.0,107.9066055
7,5.0,2,11,6,15,12,7,9,10,12,14,27,32,30,24,76,69,53,45,99,85,49,66,57,73,88,65,89,60,20,95,64,79,80,3,48,21,40,21,0,32,15,5,10,2,10,8,9,10,10,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,-18.0,3.526922693
1409,1384.0,1335,1553,1334,991,1007,942,1075,1211,796,909,1035,678,540,773,354,693,472,601,336,568,146,180,92,106,149,75,87,70,53,119,89,40,26,28,12,32,3,7,8,2,23,6,10,0,3,2,1,22,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,77.0,454.9380726
283,375.0,185,327,325,407,380,297,282,316,399,330,219,337,218,247,218,181,106,196,113,149,114,129,130,109,153,103,104,107,65,64,141,82,55,0,38,17,21,27,35,0,15,13,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0,120.0,147.75219009999998
0,28.0,35,57,0,48,19,15,22,26,34,39,47,30,171,0,70,83,106,0,78,0,64,83,41,48,76,36,30,50,33,19,21,16,13,10,30,0,39,0,11,4,9,0,0,7,16,0,7,5,5,2,6,6,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,44.0,88.53057004
631,388.0,401,493,778,709,724,1068,832,992,727,839,696,1169,515,345,253,507,331,424,402,212,325,295,200,294,302,255,235,204,219,121,102,126,191,74,69,54,40,38,21,27,8,14,0,2,1,5,7,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,-8.0,70.45298302
650,229.0,222,226,283,224,257,455,460,441,402,335,440,564,156,344,474,412,590,1176,661,675,443,226,628,584,369,297,439,488,371,188,171,35,244,6,167,10,72,62,20,14,12,31,0,14,6,2,2,5,0,0,3,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,34.75,410.52680219999996
3370,2729.0,2256,3047,3491,3493,3786,2667,2972,3153,4092,4694,3951,4204,3836,3039,3599,4316,4805,4585,4668,4782,4053,4050,5217,5974,5959,6153,5210,5249,4789,5560,6557,5986,5322,4207,3526,4000,2823,3497,2547,2651,2313,977,1797,1492,1247,778,769,587,466,347,561,240,238,250,78,93,97,53,62,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.83,12.83,205.4507479
19,10.0,27,23,10,20,18,20,32,1,3,4,2,0,0,4,1,3,2,6,3,6,0,4,2,6,0,1,4,2,0,0,0,3,1,2,3,0,2,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.25,-77.5,270.9930748
276,378.0,367,390,566,628,585,482,455,390,507,1401,680,410,351,89,163,383,336,318,439,225,0,87,173,194,135,96,75,65,39,43,39,57,77,44,5,10,34,43,62,56,51,54,26,33,47,59,32,49,14,0,15,9,20,24,22,20,0,12,27,12,9,18,7,0,7,14,8,1,4,0,0,0,0,0,0,0,5,0,1,4,1,3,4,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,138.0,347.0734584
3,0.0,8,4,6,5,1,4,6,2,8,9,0,14,9,0,4,22,24,0,21,4,6,9,24,23,40,19,26,15,13,15,15,13,4,17,19,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,36.0,112.1424983
166,76.0,214,81,63,121,139,64,88,218,81,40,38,43,55,34,139,71,0,74,38,8,15,41,55,36,73,32,9,17,2,4,3,4,12,4,22,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,68.0,6.769825907
22,0.0,11,8,16,12,9,9,8,11,6,2,5,5,7,14,16,16,4,12,29,22,9,8,4,7,0,6,0,9,1,8,0,0,0,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,38.0,90.29941666
168,85.0,80,163,94,134,119,50,55,66,80,161,83,55,112,78,109,77,137,0,25,28,23,11,20,10,17,13,4,2,1,12,17,11,6,12,7,11,8,4,20,8,3,4,1,3,3,0,2,0,0,10,1,0,2,17,15,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.34,47.66,232.1722222
13,9.0,12,15,30,7,9,9,2,4,21,18,23,12,29,6,9,24,16,35,12,48,22,0,71,25,36,23,24,17,41,15,13,25,15,10,25,5,5,7,3,6,2,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,25.0,30.98330653
5,0.0,4,1,4,5,5,17,9,2,11,10,27,7,27,7,14,7,26,0,15,16,17,8,26,21,23,35,29,37,19,18,67,14,16,13,0,21,6,27,0,5,20,0,9,10,0,6,3,0,0,3,6,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.83,35.83,669.4941349
0,2.0,8,10,5,3,14,0,0,9,2,11,6,0,17,0,1,3,3,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,-9.5,50.03090739
0,0.0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,2,0,3,4,4,2,1,1,4,5,4,1,0,10,2,9,0,18,0,0,3,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.17,9.53,236.9375
28,20.0,24,28,59,90,58,21,0,8,9,54,44,43,32,37,32,40,0,122,68,48,49,0,90,36,59,25,65,30,36,38,36,21,15,8,8,3,5,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,24.0,44.53135138
36,60.0,8,13,57,36,71,66,15,11,11,47,108,81,64,127,39,75,117,125,168,141,190,38,119,226,152,120,234,224,77,128,186,139,135,70,59,4,39,0,12,19,0,2,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.75,6.17,250.0938272
0,0.0,0,4,0,6,1,2,2,0,4,0,9,0,8,8,5,1,6,6,5,8,2,7,9,4,1,4,0,2,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.0,47.0,45.13985562
5,1.0,0,0,0,1,0,0,0,3,1,3,1,0,0,3,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.5,34.0,192.4407616
50,57.0,36,84,54,69,110,85,170,134,153,184,118,109,156,170,131,179,150,217,208,142,140,156,150,159,130,235,172,106,212,123,153,130,110,117,120,125,190,41,39,9,20,12,18,6,10,33,0,14,7,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,1,1,2,2,2,0,0,0,0,1,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,112.5,95.96282149
0,16.0,17,17,6,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,73.0,1718.9866670000001
35,12.0,22,8,26,19,23,4,21,7,11,18,28,0,3,9,2,4,2,3,8,10,0,0,9,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,-4.0,15.63501586
